"","domain","phylum","class","order","family","genus","species"
"ASV_3840",NA,NA,NA,NA,NA,NA,NA
"ASV_3841","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Acrophormium PCC-7375",NA
"ASV_3842",NA,NA,NA,NA,NA,NA,NA
"ASV_3844","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_3845","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_3847","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"ASV_3848","Bacteria","Desulfobacterota","Desulfuromonadia","PB19",NA,NA,NA
"ASV_3849","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_3850","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_3851","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3852","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3853","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_3854","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_3855","Bacteria","Proteobacteria","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella",NA
"ASV_3856",NA,NA,NA,NA,NA,NA,NA
"ASV_3857",NA,NA,NA,NA,NA,NA,NA
"ASV_3858","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",NA
"ASV_3860","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium",NA
"ASV_3862",NA,NA,NA,NA,NA,NA,NA
"ASV_3863","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_3864","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_3865","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3866","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","BD2-7",NA,NA
"ASV_3867","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_3868","Bacteria","Planctomycetota","BD7-11",NA,NA,NA,NA
"ASV_3869","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_3873","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3874","Bacteria","Verrucomicrobiota","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Lentisphaera",NA
"ASV_3875","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA,NA
"ASV_3876","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3877","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV_3878",NA,NA,NA,NA,NA,NA,NA
"ASV_3879",NA,NA,NA,NA,NA,NA,NA
"ASV_3881","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","JTB255 marine benthic group",NA
"ASV_3882","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_3883","Bacteria","Planctomycetota","vadinHA49",NA,NA,NA,NA
"ASV_3884","Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA
"ASV_3885","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA
"ASV_3886",NA,NA,NA,NA,NA,NA,NA
"ASV_3887","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3889","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_3890","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"ASV_3891","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_3892","Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA,NA
"ASV_3893","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas",NA
"ASV_3894","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Candidatus Puniceispirillum",NA
"ASV_3895","Bacteria","Proteobacteria","Gammaproteobacteria","HgCo23",NA,NA,NA
"ASV_3896","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV_3897","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_3898","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"ASV_3899","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Ferrimonas",NA
"ASV_3901","Bacteria","Planctomycetota","OM190",NA,NA,NA,NA
"ASV_3902","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3903","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae",NA,NA
"ASV_3906","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV_3907","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae",NA,NA
"ASV_3908","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA
"ASV_3909","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_3910","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Parahaliea",NA
"ASV_3911",NA,NA,NA,NA,NA,NA,NA
"ASV_3912","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","FS142-36B-02",NA
"ASV_3913","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3914","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV_3915","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3917","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"ASV_3918","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus",NA
"ASV_3919","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV_3920","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3921","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA,NA
"ASV_3922","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3924","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas",NA
"ASV_3925","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_3926","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae",NA,NA
"ASV_3927","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"ASV_3928","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","AqS1",NA
"ASV_3929","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Candidatus Puniceispirillum",NA
"ASV_3930","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_3931","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA
"ASV_3932","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353 marine group",NA,NA,NA
"ASV_3933","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","Magnetospira",NA
"ASV_3935",NA,NA,NA,NA,NA,NA,NA
"ASV_3936",NA,NA,NA,NA,NA,NA,NA
"ASV_3937","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3938","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASV_3939",NA,NA,NA,NA,NA,NA,NA
"ASV_3940","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Thalassobaculaceae","Thalassobaculum",NA
"ASV_3941","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Prochlorococcus MIT9313",NA
"ASV_3942","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum",NA
"ASV_3943","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3946","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae",NA,NA
"ASV_3947",NA,NA,NA,NA,NA,NA,NA
"ASV_3948","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Croceitalea",NA
"ASV_3949","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV_3950","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV_3951",NA,NA,NA,NA,NA,NA,NA
"ASV_3953","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter",NA
"ASV_3954","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Psychrobacter",NA
"ASV_3955","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola",NA
"ASV_3956","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales",NA,NA,NA
"ASV_3957",NA,NA,NA,NA,NA,NA,NA
"ASV_3958",NA,NA,NA,NA,NA,NA,NA
"ASV_3959",NA,NA,NA,NA,NA,NA,NA
"ASV_3960","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV_3961","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella",NA
"ASV_3963","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Roseibacillus",NA
"ASV_3964","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA
"ASV_3965","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_3966",NA,NA,NA,NA,NA,NA,NA
"ASV_3967","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea",NA
"ASV_3968","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas",NA
"ASV_3969","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA
"ASV_3970","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA
"ASV_3972","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Kordia",NA
"ASV_3973","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna",NA
"ASV_3974","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_3975","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas",NA
"ASV_3976","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_3977","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3979","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"ASV_3980","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3981","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_3982","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga",NA
"ASV_3983","Bacteria","Proteobacteria","Gammaproteobacteria","BD7-8",NA,NA,NA
"ASV_3984","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae",NA,NA
"ASV_3985","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae",NA,NA
"ASV_3986",NA,NA,NA,NA,NA,NA,NA
"ASV_3987","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_3988","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"ASV_3990","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter",NA
"ASV_3992",NA,NA,NA,NA,NA,NA,NA
"ASV_3993",NA,NA,NA,NA,NA,NA,NA
"ASV_3995","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_3996",NA,NA,NA,NA,NA,NA,NA
"ASV_3997","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Oceanospirillum",NA
"ASV_3998","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Pseudohongiellaceae","Pseudohongiella",NA
"ASV_4000","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aestuariibacter",NA
"ASV_4002","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae",NA,NA
"ASV_4004","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_4005","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales",NA,NA,NA
"ASV_4006","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna",NA
"ASV_4007","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales",NA,NA,NA
"ASV_4008","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas",NA
"ASV_4009",NA,NA,NA,NA,NA,NA,NA
"ASV_4010","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_4011","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_4012",NA,NA,NA,NA,NA,NA,NA
"ASV_4013","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4015","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_4017","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algitalea",NA
"ASV_4018","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax",NA
"ASV_4019","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_4020","Bacteria","Margulisbacteria",NA,NA,NA,NA,NA
"ASV_4021","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_4022","Bacteria","Proteobacteria","Gammaproteobacteria","BD7-8",NA,NA,NA
"ASV_4024","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Craurococcus-Caldovatus",NA
"ASV_4025","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Melioribacteraceae","IheB3-7",NA
"ASV_4027","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea",NA
"ASV_4028","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_4029",NA,NA,NA,NA,NA,NA,NA
"ASV_4030",NA,NA,NA,NA,NA,NA,NA
"ASV_4031","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4032","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_4033","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_4034","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_4035","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda",NA
"ASV_4036",NA,NA,NA,NA,NA,NA,NA
"ASV_4037","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_4038","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales",NA,"Anaerococcus",NA
"ASV_4039",NA,NA,NA,NA,NA,NA,NA
"ASV_4041","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter",NA
"ASV_4042","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_4045","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_4047","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus",NA
"ASV_4048","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASV_4050","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_4051","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_4052","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia",NA
"ASV_4053","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","MBIC10086",NA
"ASV_4055","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4056",NA,NA,NA,NA,NA,NA,NA
"ASV_4057","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV_4059","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA,NA
"ASV_4060","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA
"ASV_4061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_4063","Bacteria","Planctomycetota","OM190",NA,NA,NA,NA
"ASV_4064","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_4065","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Xenococcaceae","Xenococcus PCC-7305",NA
"ASV_4066","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_4067","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_4068","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_4069","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_4070","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I",NA,NA
"ASV_4071","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA
"ASV_4072","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus Amoebophilus",NA
"ASV_4073","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella",NA
"ASV_4074","Bacteria","Margulisbacteria",NA,NA,NA,NA,NA
"ASV_4076","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium",NA
"ASV_4077","Bacteria","Desulfobacterota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae",NA,NA
"ASV_4079","Bacteria","NB1-j",NA,NA,NA,NA,NA
"ASV_4080","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4081","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_4082","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae",NA,NA
"ASV_4083","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",NA
"ASV_4084","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_4085",NA,NA,NA,NA,NA,NA,NA
"ASV_4086","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_4087","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus",NA
"ASV_4088","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4089","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","Defluviicoccaceae","Defluviicoccus",NA
"ASV_4090","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae",NA,NA
"ASV_4091","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flammeovirgaceae","Algivirga",NA
"ASV_4092","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV_4093","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA
"ASV_4094","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola",NA
"ASV_4095","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV_4096","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA
"ASV_4097",NA,NA,NA,NA,NA,NA,NA
"ASV_4098","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA,NA
"ASV_4099","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_4100",NA,NA,NA,NA,NA,NA,NA
"ASV_4101","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna",NA
"ASV_4102","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA,NA
"ASV_4104","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV_4105","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV_4107",NA,NA,NA,NA,NA,NA,NA
"ASV_4108","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus",NA
"ASV_4109",NA,NA,NA,NA,NA,NA,NA
"ASV_4110","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86 clade",NA,NA,NA
"ASV_4111",NA,NA,NA,NA,NA,NA,NA
"ASV_4112",NA,NA,NA,NA,NA,NA,NA
"ASV_4113","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella",NA
"ASV_4114","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales",NA,NA,NA
"ASV_4115","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae",NA,NA
"ASV_4116","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae",NA,NA
"ASV_4117","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV_4118",NA,NA,NA,NA,NA,NA,NA
"ASV_4119","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales",NA,NA,NA
"ASV_4122","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea",NA
"ASV_4123","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Candidatus Puniceispirillum",NA
"ASV_4124","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_4125","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4 marine group",NA
"ASV_4126","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus",NA
"ASV_4127",NA,NA,NA,NA,NA,NA,NA
"ASV_4129",NA,NA,NA,NA,NA,NA,NA
"ASV_4130","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Photobacterium",NA
"ASV_4131","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_4132","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_4133","Bacteria","Proteobacteria","Gammaproteobacteria","HOC36",NA,NA,NA
"ASV_4135","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_4137","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Maricaulis",NA
"ASV_4138","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV_4140","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4141","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_4142","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA
"ASV_4145","Bacteria","Marinimicrobia (SAR406 clade)",NA,NA,NA,NA,NA
"ASV_4146","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV_4147","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4148","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"ASV_4149","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4150","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Moorea",NA
"ASV_4151","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_4152","Bacteria","Proteobacteria",NA,NA,NA,NA,NA
"ASV_4153","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV_4154","Bacteria","Bacteroidota","Bacteroidia",NA,NA,NA,NA
"ASV_4158",NA,NA,NA,NA,NA,NA,NA
"ASV_4159","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA
"ASV_4160","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA,NA
"ASV_4161",NA,NA,NA,NA,NA,NA,NA
"ASV_4162","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2",NA
"ASV_4163","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Schleiferiaceae","Schleiferia",NA
