,collection_date,Speed.cm.s.,Bearing.degrees.,Velocity.N.cm.s.,Velocity.E.cm.s.,Temperature.C.,reef,Genotype,Fragment_number,Month,Year,Fragment_num,day,Survey.,LiveFrag,L,W,H,Adjusted.Area,S01FragCount,Year.x,Si.uM.,NO2.uM.,N.N.uM.,NO3.uM.,PO4.uM.,sample_ID,sample_ID2,Health,Month.x,Samp_trip,joining_info,order,species,time_Reef,Cluster,sampling_trip,X,colour_reef,colour_genotype,colour_reef_genotype,colour_timepoint,colour_timepoint_reef,cluster_latitude,cluster_longitude,cluster_depth,depth,Year.y,Month.y,Lat_decimal,Long_decimal,avgchla_mgm.3,sdchla_mgm.3,avgSST_degC,sdSST_degC
bagnumber-1426,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN2,4,July,2019,78.33333333,2,7,1,NA,NA,NA,93.8914,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN2_cl79_fr4_AH_2019-07-02,apal_pr_gCN2_cl79_fr4_AH_2019-07-02,AH,July,Trip_3,CN2_Cluster_79_4_pr,94,apal,3_pr,79,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.9845458,-80.4165938,-16.7,16.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1427,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN2,6,July,2019,78.33333333,2,7,1,NA,NA,NA,93.8914,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN2_cl79_fr6_AH_2019-07-02,apal_pr_gCN2_cl79_fr6_AH_2019-07-02,AH,July,Trip_3,CN2_Cluster_79_6_pr,95,apal,3_pr,79,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.9845458,-80.4165938,-16.7,16.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1337,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,ML2,4,July,2019,62.33333333,2,7,1,NA,NA,NA,76.18366667,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gML2_cl64_fr4_AH_2019-07-02,apal_pr_gML2_cl64_fr4_AH_2019-07-02,AH,July,Trip_3,ML2_Cluster_64_4_pr,68,apal,3_pr,64,3,NA,greenyellow,orangered,slategrey,maroon2,slategrey,24.9845404,-80.4165528,-16.7,16.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1338,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,ML2,5,July,2019,62.33333333,2,7,1,NA,NA,NA,91.23613333,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gML2_cl64_fr5_AH_2019-07-02,apal_pr_gML2_cl64_fr5_AH_2019-07-02,AH,July,Trip_3,ML2_Cluster_64_5_pr,69,apal,3_pr,64,3,NA,greenyellow,orangered,slategrey,maroon2,slategrey,24.9845404,-80.4165528,-16.7,16.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1339,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,ML2,6,July,2019,62.33333333,2,7,1,NA,NA,NA,97.1249,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gML2_cl64_fr6_AH_2019-07-02,apal_pr_gML2_cl64_fr6_AH_2019-07-02,AH,July,Trip_3,ML2_Cluster_64_6_pr,70,apal,3_pr,64,3,NA,greenyellow,orangered,slategrey,maroon2,slategrey,24.9845404,-80.4165528,-16.7,16.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1827,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN2,3,September,2019,78.33333333,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN2_cl79_fr3_AH_2019-09-26,apal_pr_gCN2_cl79_fr3_AH_2019-09-26,AH,September,Trip_4,CN2_Cluster_79_3_pr,180,apal,4_pr,79,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.9845458,-80.4165938,-16.7,16.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1828,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN2,4,September,2019,78.33333333,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN2_cl79_fr4_AH_2019-09-26,apal_pr_gCN2_cl79_fr4_AH_2019-09-26,AH,September,Trip_4,CN2_Cluster_79_4_pr,181,apal,4_pr,79,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.9845458,-80.4165938,-16.7,16.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1829,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN2,6,September,2019,78.33333333,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN2_cl79_fr6_AH_2019-09-26,apal_pr_gCN2_cl79_fr6_AH_2019-09-26,AH,September,Trip_4,CN2_Cluster_79_6_pr,182,apal,4_pr,79,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.9845458,-80.4165938,-16.7,16.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1723,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,ML2,4,September,2019,62.33333333,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gML2_cl64_fr4_AH_2019-09-26,apal_pr_gML2_cl64_fr4_AH_2019-09-26,AH,September,Trip_4,ML2_Cluster_64_4_pr,157,apal,4_pr,64,4,NA,greenyellow,orangered,slategrey,greenyellow,ivory3,24.9845404,-80.4165528,-16.7,16.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1724,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,ML2,5,September,2019,62.33333333,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gML2_cl64_fr5_AH_2019-09-26,apal_pr_gML2_cl64_fr5_AH_2019-09-26,AH,September,Trip_4,ML2_Cluster_64_5_pr,158,apal,4_pr,64,4,NA,greenyellow,orangered,slategrey,greenyellow,ivory3,24.9845404,-80.4165528,-16.7,16.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1725,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,ML2,6,September,2019,62.33333333,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gML2_cl64_fr6_AH_2019-09-26,apal_pr_gML2_cl64_fr6_AH_2019-09-26,AH,September,Trip_4,ML2_Cluster_64_6_pr,159,apal,4_pr,64,4,NA,greenyellow,orangered,slategrey,greenyellow,ivory3,24.9845404,-80.4165528,-16.7,16.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-584,1-Mar-19,5.33154908,147.0394632,-1.811840491,-0.73696319,26.09618972,pr,CN2,3,March,2019,78.33333333,1,5,1,NA,NA,NA,NA,7,2019,0.504,0.015,0.729,0.714,0.037,apal_pr_gCN2_cl75_fr3_AH_2019-03-01,apal_pr_gCN2_cl75_fr3_AH_2019-03-01,AH,March,Trip_2,CN2_Cluster_75_3_pr,305,apal,2_pr,75,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.984544,-80.4165801,-15.7,15.7,2019,March,24.985,-80.416,0.39995314,0.163012005,25.99442252,0.248382455
bagnumber-585,1-Mar-19,5.33154908,147.0394632,-1.811840491,-0.73696319,26.09618972,pr,CN2,4,March,2019,78.33333333,1,5,1,NA,NA,NA,NA,7,2019,0.504,0.015,0.729,0.714,0.037,apal_pr_gCN2_cl75_fr4_AH_2019-03-01,apal_pr_gCN2_cl75_fr4_AH_2019-03-01,AH,March,Trip_2,CN2_Cluster_75_4_pr,306,apal,2_pr,75,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.984544,-80.4165801,-15.7,15.7,2019,March,24.985,-80.416,0.39995314,0.163012005,25.99442252,0.248382455
bagnumber-586,1-Mar-19,5.33154908,147.0394632,-1.811840491,-0.73696319,26.09618972,pr,CN2,7,March,2019,78.33333333,1,5,1,NA,NA,NA,NA,7,2019,0.504,0.015,0.729,0.714,0.037,apal_pr_gCN2_cl75_fr7_AH_2019-03-01,apal_pr_gCN2_cl75_fr7_AH_2019-03-01,AH,March,Trip_2,CN2_Cluster_75_7_pr,307,apal,2_pr,75,2,NA,greenyellow,blue4,maroon2,blue4,orangered,24.984544,-80.4165801,-15.7,15.7,2019,March,24.985,-80.416,0.39995314,0.163012005,25.99442252,0.248382455
bagnumber-596,1-Mar-19,5.33154908,147.0394632,-1.811840491,-0.73696319,26.09618972,pr,CN4,3,March,2019,91,1,5,1,NA,NA,NA,NA,7,2019,0.504,0.015,0.729,0.714,0.037,apal_pr_gCN4_cl98_fr3_AH_2019-03-01,apal_pr_gCN4_cl98_fr3_AH_2019-03-01,AH,March,Trip_2,CN4_Cluster_98_3_pr,314,apal,2_pr,98,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845608,-80.4166472,-15.7,15.7,2019,March,24.985,-80.416,0.39995314,0.163012005,25.99442252,0.248382455
bagnumber-597,1-Mar-19,5.33154908,147.0394632,-1.811840491,-0.73696319,26.09618972,pr,CN4,4,March,2019,91,1,5,1,NA,NA,NA,NA,7,2019,0.504,0.015,0.729,0.714,0.037,apal_pr_gCN4_cl98_fr4_AH_2019-03-01,apal_pr_gCN4_cl98_fr4_AH_2019-03-01,AH,March,Trip_2,CN4_Cluster_98_4_pr,315,apal,2_pr,98,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845608,-80.4166472,-15.7,15.7,2019,March,24.985,-80.416,0.39995314,0.163012005,25.99442252,0.248382455
bagnumber-628,1-Mar-19,5.33154908,147.0394632,-1.811840491,-0.73696319,26.09618972,pr,CN4,4,March,2019,91,1,5,1,NA,NA,NA,NA,7,2019,0.504,0.015,0.729,0.714,0.037,apal_pr_gCN4_cl103_fr4_AH_2019-03-01,apal_pr_gCN4_cl103_fr4_AH_2019-03-01,AH,March,Trip_2,CN4_Cluster_103_4_pr,319,apal,2_pr,103,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845627,-80.4166609,-15.7,15.7,2019,March,24.985,-80.416,0.39995314,0.163012005,25.99442252,0.248382455
bagnumber-629,1-Mar-19,5.33154908,147.0394632,-1.811840491,-0.73696319,26.09618972,pr,CN4,5,March,2019,91,1,5,1,NA,NA,NA,NA,7,2019,0.504,0.015,0.729,0.714,0.037,apal_pr_gCN4_cl103_fr5_AH_2019-03-01,apal_pr_gCN4_cl103_fr5_AH_2019-03-01,AH,March,Trip_2,CN4_Cluster_103_5_pr,320,apal,2_pr,103,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845627,-80.4166609,-15.7,15.7,2019,March,24.985,-80.416,0.39995314,0.163012005,25.99442252,0.248382455
bagnumber-598,1-Mar-19,5.33154908,147.0394632,-1.811840491,-0.73696319,26.09618972,pr,CN4,7,March,2019,91,1,5,1,NA,NA,NA,NA,7,2019,0.504,0.015,0.729,0.714,0.037,apal_pr_gCN4_cl98_fr7_AH_2019-03-01,apal_pr_gCN4_cl98_fr7_AH_2019-03-01,AH,March,Trip_2,CN4_Cluster_98_7_pr,316,apal,2_pr,98,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845608,-80.4166472,-15.7,15.7,2019,March,24.985,-80.416,0.39995314,0.163012005,25.99442252,0.248382455
bagnumber-630,1-Mar-19,5.33154908,147.0394632,-1.811840491,-0.73696319,26.09618972,pr,CN4,7,March,2019,91,1,5,1,NA,NA,NA,NA,7,2019,0.504,0.015,0.729,0.714,0.037,apal_pr_gCN4_cl103_fr7_AH_2019-03-01,apal_pr_gCN4_cl103_fr7_AH_2019-03-01,AH,March,Trip_2,CN4_Cluster_103_7_pr,321,apal,2_pr,103,2,NA,greenyellow,maroon2,ivory3,blue4,orangered,24.9845627,-80.4166609,-15.7,15.7,2019,March,24.985,-80.416,0.39995314,0.163012005,25.99442252,0.248382455
bagnumber-2044,18-Nov-19,6.636767068,185.807905,-0.950247657,0.06914324,30.00578527,pr,CN2,3,November,2019,78.33333333,18,9,1,NA,NA,NA,NA,7,2019,1.904166667,0.015833333,0.306166667,0.290333333,0.074833333,apal_pr_gCN2_cl75_fr3_AH_2019-11-18,apal_pr_gCN2_cl75_fr3_AH_2019-11-18,AH,November,Trip_5,CN2_Cluster_75_3_pr,221,apal,5_pr,75,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.984544,-80.4165801,-15.7,15.7,2019,November,24.985,-80.416,0.518854953,0.241585298,27.43930579,0.421254625
bagnumber-2045,18-Nov-19,6.636767068,185.807905,-0.950247657,0.06914324,30.00578527,pr,CN2,4,November,2019,78.33333333,18,9,1,NA,NA,NA,NA,7,2019,1.904166667,0.015833333,0.306166667,0.290333333,0.074833333,apal_pr_gCN2_cl75_fr4_AH_2019-11-18,apal_pr_gCN2_cl75_fr4_AH_2019-11-18,AH,November,Trip_5,CN2_Cluster_75_4_pr,222,apal,5_pr,75,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.984544,-80.4165801,-15.7,15.7,2019,November,24.985,-80.416,0.518854953,0.241585298,27.43930579,0.421254625
bagnumber-2047,18-Nov-19,6.636767068,185.807905,-0.950247657,0.06914324,30.00578527,pr,CN2,6,November,2019,78.33333333,18,9,1,NA,NA,NA,NA,7,2019,1.904166667,0.015833333,0.306166667,0.290333333,0.074833333,apal_pr_gCN2_cl75_fr6_AH_2019-11-18,apal_pr_gCN2_cl75_fr6_AH_2019-11-18,AH,November,Trip_5,CN2_Cluster_75_6_pr,224,apal,5_pr,75,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.984544,-80.4165801,-15.7,15.7,2019,November,24.985,-80.416,0.518854953,0.241585298,27.43930579,0.421254625
bagnumber-2046,18-Nov-19,6.636767068,185.807905,-0.950247657,0.06914324,30.00578527,pr,CN2,7,November,2019,78.33333333,18,9,1,NA,NA,NA,NA,7,2019,1.904166667,0.015833333,0.306166667,0.290333333,0.074833333,apal_pr_gCN2_cl75_fr7_AH_2019-11-18,apal_pr_gCN2_cl75_fr7_AH_2019-11-18,AH,November,Trip_5,CN2_Cluster_75_7_pr,223,apal,5_pr,75,5,NA,greenyellow,blue4,maroon2,orangered,mediumpurple,24.984544,-80.4165801,-15.7,15.7,2019,November,24.985,-80.416,0.518854953,0.241585298,27.43930579,0.421254625
bagnumber-1892,18-Nov-19,6.636767068,185.807905,-0.950247657,0.06914324,30.00578527,pr,CN4,3,November,2019,91,18,9,1,NA,NA,NA,NA,7,2019,1.904166667,0.015833333,0.306166667,0.290333333,0.074833333,apal_pr_gCN4_cl98_fr3_AH_2019-11-18,apal_pr_gCN4_cl98_fr3_AH_2019-11-18,AH,November,Trip_5,CN4_Cluster_98_3_pr,187,apal,5_pr,98,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845608,-80.4166472,-15.7,15.7,2019,November,24.985,-80.416,0.518854953,0.241585298,27.43930579,0.421254625
bagnumber-1886,18-Nov-19,6.636767068,185.807905,-0.950247657,0.06914324,30.00578527,pr,CN4,4,November,2019,91,18,9,1,NA,NA,NA,NA,7,2019,1.904166667,0.015833333,0.306166667,0.290333333,0.074833333,apal_pr_gCN4_cl103_fr4_AH_2019-11-18,apal_pr_gCN4_cl103_fr4_AH_2019-11-18,AH,November,Trip_5,CN4_Cluster_103_4_pr,184,apal,5_pr,103,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845627,-80.4166609,-15.7,15.7,2019,November,24.985,-80.416,0.518854953,0.241585298,27.43930579,0.421254625
bagnumber-1893,18-Nov-19,6.636767068,185.807905,-0.950247657,0.06914324,30.00578527,pr,CN4,4,November,2019,91,18,9,1,NA,NA,NA,NA,7,2019,1.904166667,0.015833333,0.306166667,0.290333333,0.074833333,apal_pr_gCN4_cl98_fr4_AH_2019-11-18,apal_pr_gCN4_cl98_fr4_AH_2019-11-18,AH,November,Trip_5,CN4_Cluster_98_4_pr,188,apal,5_pr,98,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845608,-80.4166472,-15.7,15.7,2019,November,24.985,-80.416,0.518854953,0.241585298,27.43930579,0.421254625
bagnumber-1887,18-Nov-19,6.636767068,185.807905,-0.950247657,0.06914324,30.00578527,pr,CN4,5,November,2019,91,18,9,1,NA,NA,NA,NA,7,2019,1.904166667,0.015833333,0.306166667,0.290333333,0.074833333,apal_pr_gCN4_cl103_fr5_AH_2019-11-18,apal_pr_gCN4_cl103_fr5_AH_2019-11-18,AH,November,Trip_5,CN4_Cluster_103_5_pr,185,apal,5_pr,103,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845627,-80.4166609,-15.7,15.7,2019,November,24.985,-80.416,0.518854953,0.241585298,27.43930579,0.421254625
bagnumber-1894,18-Nov-19,6.636767068,185.807905,-0.950247657,0.06914324,30.00578527,pr,CN4,7,November,2019,91,18,9,1,NA,NA,NA,NA,7,2019,1.904166667,0.015833333,0.306166667,0.290333333,0.074833333,apal_pr_gCN4_cl98_fr7_AH_2019-11-18,apal_pr_gCN4_cl98_fr7_AH_2019-11-18,AH,November,Trip_5,CN4_Cluster_98_7_pr,189,apal,5_pr,98,5,NA,greenyellow,maroon2,ivory3,orangered,mediumpurple,24.9845608,-80.4166472,-15.7,15.7,2019,November,24.985,-80.416,0.518854953,0.241585298,27.43930579,0.421254625
bagnumber-1431,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN2,3,July,2019,78.33333333,2,7,1,NA,NA,NA,78.73620833,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN2_cl75_fr3_AH_2019-07-02,apal_pr_gCN2_cl75_fr3_AH_2019-07-02,AH,July,Trip_3,CN2_Cluster_75_3_pr,96,apal,3_pr,75,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.984544,-80.4165801,-15.7,15.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1432,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN2,4,July,2019,78.33333333,2,7,1,NA,NA,NA,93.8914,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN2_cl75_fr4_AH_2019-07-02,apal_pr_gCN2_cl75_fr4_AH_2019-07-02,AH,July,Trip_3,CN2_Cluster_75_4_pr,97,apal,3_pr,75,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.984544,-80.4165801,-15.7,15.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1441,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN2,7,July,2019,78.33333333,2,7,1,NA,NA,NA,119.63715,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN2_cl75_fr7_AH_2019-07-02,apal_pr_gCN2_cl75_fr7_AH_2019-07-02,AH,July,Trip_3,CN2_Cluster_75_7_pr,98,apal,3_pr,75,3,NA,greenyellow,blue4,maroon2,maroon2,slategrey,24.984544,-80.4165801,-15.7,15.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1419,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN4,3,July,2019,91,2,7,1,NA,NA,NA,97.17145556,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN4_cl98_fr3_AH_2019-07-02,apal_pr_gCN4_cl98_fr3_AH_2019-07-02,AH,July,Trip_3,CN4_Cluster_98_3_pr,87,apal,3_pr,98,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845608,-80.4166472,-15.7,15.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1413,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN4,4,July,2019,91,2,7,1,NA,NA,NA,131.9030222,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN4_cl103_fr4_AH_2019-07-02,apal_pr_gCN4_cl103_fr4_AH_2019-07-02,AH,July,Trip_3,CN4_Cluster_103_4_pr,84,apal,3_pr,103,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845627,-80.4166609,-15.7,15.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1420,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN4,4,July,2019,91,2,7,1,NA,NA,NA,131.9030222,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN4_cl98_fr4_AH_2019-07-02,apal_pr_gCN4_cl98_fr4_AH_2019-07-02,AH,July,Trip_3,CN4_Cluster_98_4_pr,88,apal,3_pr,98,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845608,-80.4166472,-15.7,15.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1414,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN4,5,July,2019,91,2,7,1,NA,NA,NA,86.54372222,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN4_cl103_fr5_AH_2019-07-02,apal_pr_gCN4_cl103_fr5_AH_2019-07-02,AH,July,Trip_3,CN4_Cluster_103_5_pr,85,apal,3_pr,103,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845627,-80.4166609,-15.7,15.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1415,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN4,7,July,2019,91,2,7,1,NA,NA,NA,86.69133889,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN4_cl103_fr7_AH_2019-07-02,apal_pr_gCN4_cl103_fr7_AH_2019-07-02,AH,July,Trip_3,CN4_Cluster_103_7_pr,86,apal,3_pr,103,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845627,-80.4166609,-15.7,15.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1421,2-Jul-19,5.229809028,168.4638715,-1.321232639,-1.796015625,30.03842786,pr,CN4,7,July,2019,91,2,7,1,NA,NA,NA,86.69133889,7,2019,0.5265,0.0215,1.5805,1.559,0.023,apal_pr_gCN4_cl98_fr7_AH_2019-07-02,apal_pr_gCN4_cl98_fr7_AH_2019-07-02,AH,July,Trip_3,CN4_Cluster_98_7_pr,89,apal,3_pr,98,3,NA,greenyellow,maroon2,ivory3,maroon2,slategrey,24.9845608,-80.4166472,-15.7,15.7,2019,July,24.985,-80.416,1.507777124,0.964905694,29.49291322,0.704735448
bagnumber-1824,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN2,3,September,2019,78.33333333,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN2_cl75_fr3_AH_2019-09-26,apal_pr_gCN2_cl75_fr3_AH_2019-09-26,AH,September,Trip_4,CN2_Cluster_75_3_pr,177,apal,4_pr,75,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.984544,-80.4165801,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1825,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN2,4,September,2019,78.33333333,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN2_cl75_fr4_AH_2019-09-26,apal_pr_gCN2_cl75_fr4_AH_2019-09-26,AH,September,Trip_4,CN2_Cluster_75_4_pr,178,apal,4_pr,75,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.984544,-80.4165801,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1826,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN2,7,September,2019,78.33333333,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN2_cl75_fr7_AH_2019-09-26,apal_pr_gCN2_cl75_fr7_AH_2019-09-26,AH,September,Trip_4,CN2_Cluster_75_7_pr,179,apal,4_pr,75,4,NA,greenyellow,blue4,maroon2,greenyellow,ivory3,24.984544,-80.4165801,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1757,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN4,3,September,2019,91,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN4_cl98_fr3_AH_2019-09-26,apal_pr_gCN4_cl98_fr3_AH_2019-09-26,AH,September,Trip_4,CN4_Cluster_98_3_pr,173,apal,4_pr,98,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845608,-80.4166472,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1748,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN4,4,September,2019,91,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN4_cl103_fr4_AH_2019-09-26,apal_pr_gCN4_cl103_fr4_AH_2019-09-26,AH,September,Trip_4,CN4_Cluster_103_4_pr,167,apal,4_pr,103,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845627,-80.4166609,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1754,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN4,4,September,2019,91,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN4_cl98_fr4_AH_2019-09-26,apal_pr_gCN4_cl98_fr4_AH_2019-09-26,AH,September,Trip_4,CN4_Cluster_98_4_pr,170,apal,4_pr,98,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845608,-80.4166472,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
bagnumber-1756,26-Sep-19,5.699322917,195.807853,-1.235636574,-2.002650463,28.79111019,pr,CN4,4,September,2019,91,26,8,1,NA,NA,NA,NA,7,2019,0.2,0.025714286,0.934285714,0.907142857,0.082857143,apal_pr_gCN4_cl98_fr4_D_2019-09-26,apal_pr_gCN4_cl98_fr4_D_2019-09-26,D,September,Trip_4,CN4_Cluster_98_4_pr,172,apal,4_pr,98,4,NA,greenyellow,maroon2,ivory3,greenyellow,ivory3,24.9845608,-80.4166472,-15.7,15.7,2019,September,24.985,-80.416,0.838890013,0.313347159,29.12767665,0.509866187
